nombre_articulo,descripcion,modulo,ubicacion,asignacion,estado,fecha_de_adquisición,marca,codigo_interno,stock_actual,stock_critico,unidad_medida,es_perecible,grupo,categoria,presentacion,proveedor_referencia,medida,porcentaje_desperdicio,cantidad_minima,precio_referencial
LICOR DE CHERRY,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DU BOUCHETT,395,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1000,0,,45
LICOR DE FRESA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,396,0,0,L,No,ABARROTES,,BOTELLA,DON PEDRITO,1000,0,,25
LICOR DE MANDARINA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MARIE BRIZARD,397,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1000,0,,52
LICOR DE MELON,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DUBONNET,846,0,0,L,Si,ABARROTES,,BOT,,1,0,,45
LICOR DE MENTA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MITJANS,398,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1000,0,,18
LICOR DE NARANJA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BOLS,400,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1000,0,,18
LICOR DE NARANJA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,COINTREAU,399,0,0,U,No,ABARROTES,,BOTELLA,DON PEDRITO,1,0,,48
LICOR DRAMBUIE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DRAMBUIE,401,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1000,0,,45
LICOR DURAZNO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DU BOUCHETT,402,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,30
LICOR LYCHEE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,KAJPER,403,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,55
LICOR MANZANA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DU BOUCHETT,404,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,49
LICOR MARRASQUINO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BOLS,405,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1000,0,,48
LICOR RICARD,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BOLS,406,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,65
LICOR SANDIA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BOLS,407,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,30
LIMA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,408,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0.15,,6
LIME JUICE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LIME JUICE,409,0,0,L,No,ABARROTES,,BOT X 1 L,DON PEDRITO,1,0,,18
LIMON,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,410,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,9.8
LOMO CORDERO,CARNICO / CORDERO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,411,0,0,K,Si,CARNICO,CORDERO,GRANEL,MARVE,1000,0.05,,25
LOMO DE CERDO,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,412,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,1000,0.03,,16.5
LOMO FINO,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,413,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0.35,,55
LONJA CERDO,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,414,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,1000,0.05,,12
LUCUMA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,415,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,12.5
LYCHEE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,KING MAX,416,0,0,K,No,ABARROTES,,LATA X 657 GR,DEL CARMEN,1,0,,7.5
MACHAS SECAS,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,417,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,DEL CARMEN,1000,0,,250
MAGRET PATO,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,418,0,0,K,Si,CARNICO,AVES,solo venden entero,MARVE,1000,0.75,,16
MAICENA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,419,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,5.8
MAIZ CABANITA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,420,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,8.2
MAIZ CHOCHOCA GRANDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,421,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,12
MAIZ CHULPI,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,422,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,10.6
MAIZ CUSQUEÑO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,423,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,11
MAIZ DESGRANADO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,424,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,4
MAIZ MORADO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,425,0,0,K,No,VERDURAS,,GRANEL,DEL CARMEN,,0,,3
MAIZ MOTE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,426,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,6
MALAYA RES,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,427,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0.1,,15
MALIBU,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MALIBU,428,0,0,L,No,ABARROTES,,BOT,DON PEDRITO,1,0,,35
MANDARINA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,429,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,4.5
MANDARINA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,,0,0,K,No,FRUTA,,GRANEL,DEL CARMEN,,,,
MANDIOCA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,431,0,0,K,No,ABARROTES,,GRANEL x kg,DEL CARMEN,1000,0,,7.5
MANDARINA S/P,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,430,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0.15,,4
MANI TOSTADO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,433,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,14
MANJAR BLANCO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,NESTLE,434,0,0,K,No,ABARROTES,,BOLSA X 1 K,DEL CARMEN,1000,0,,18.2
MANTECA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,435,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,3
MANTECA CERDO,CARNICO / CERDO,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,436,0,0,K,Si,CARNICO,CERDO,GRANEL,MARVE,1000,0,,
MANTEQUILLA DE MANI,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,FRATELLO,437,0,0,FCO,No,ABARROTES,,FRAS X 0.500 K,DEL CARMEN,500,0,,39
MANTEQUILLA SIN SAL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,438,0,0,K,No,ABARROTES,,GRANEL,AQP FOODS,1000,0,,43
MANGO,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,432,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,3.5
MANZANA ROJA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,439,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,8
maqueta de torta de tecnopor,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,441,0,0,K,No,ABARROTES,,,PIÑATERIA,1000,0,,5
MANZANA VERDE,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,440,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,9
MARGARINA C/S,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SELLO DE ORO,443,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,14.75
MARGARINA HOJALDRADA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,PRIMABERA,444,0,0,K,No,ABARROTES,,PAQ X 2 K,DEL CARMEN,1000,0,,9.75
MARGARINA S/S,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,PRIMABERA,445,0,0,K,No,ABARROTES,,PAQ X 2 K,DEL CARMEN,1000,0,,18.8
MARRASQUINOS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,446,0,0,K,No,ABARROTES,,FRAS X 1 K,DEL CARMEN,1000,0,,28
MARSHMALLOWS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,MELLOWS,447,0,0,K,No,ABARROTES,,BOLSA X 0.200 K,DEL CARMEN,1,0,,13.91304347826087
MASA BRISEE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,831,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,
MASA FROLA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,830,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,
MASA MADRE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,824,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,
MASA SABLEE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,829,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,
MASA SABLEE DE ALMENDRAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,832,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,
MASA STRUDEL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,826,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,
MARACUYA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,442,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,3
MASA WANTAN,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,449,0,0,PQT,Si,VERDURAS,,GRANEL,DEL CARMEN,25,0,,4.72
MATE DE COCA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DEL VALLE,451,0,0,U,No,ABARROTES,,CAJA X 25 U,DEL CARMEN,1,0,,0.068
MATE DE MANZANILLA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,HERVI,452,0,0,U,No,ABARROTES,,CAJA X 25 SOBRES,DEL CARMEN,1000,0,,0.07200000000000001
MAYONESA BALDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,ALACENA,453,0,0,K,No,ABARROTES,,BALDE X 4 K,DEL CARMEN,1,0,,49
MEJORADOR MASAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,454,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,13.33
MASA WANTAN REDONDO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,450,0,0,PQT,Si,VERDURAS,,GRANEL,DEL CARMEN,25,0,,3.5
MEJORANA SECA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,456,0,0,K,No,ABARROTES,,SOBRE X 0.012 K,DEL CARMEN,1000,0,,210
MEJORANA FRESCA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,455,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,4.5
MELON,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,457,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,1.5
MENSI,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LEE KUM KEE,459,0,0,K,Si,ABARROTES,,FRAS X 0.400 K,DEL CARMEN,1000,0,,11.3
MEMBRILLO,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,458,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,4
MERENGUE ITALIANO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,834,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,
MERMELADA DURAZNO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SILVIA,461,0,0,K,Si,ABARROTES,,BOLSA X 0.500 K,DEL CARMEN,1000,0.1,,4.6
MERMELADA FRAMBUESA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SILVIA,462,0,0,K,Si,ABARROTES,,BOLSA X 0.250 K,DEL CARMEN,1000,0,,27.2
MERMELADA FRESA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SILVIA,463,0,0,K,Si,ABARROTES,,BOLSA X 1 K,DEL CARMEN,1000,0,,4.4
MERMELADA MEMBRILLO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SILVIA,464,0,0,K,Si,ABARROTES,,BOLSA X 0.500 K,DEL CARMEN,1000,0,,8.2
MERMELADA PAPAYA AREQUIPEÑA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,465,0,0,K,Si,ABARROTES,,BOLSA X 0.500 K,DEL CARMEN,1000,0,,10.6
MERMELADA PIÑA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SILVIA,466,0,0,K,Si,ABARROTES,,BOLSA X 0.500 K,DEL CARMEN,1000,0,,6.3
MERMELADA SAUCO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SILVIA,467,0,0,K,Si,ABARROTES,,BOLSA X  K,DEL CARMEN,1000,0,,19.8
MEZCAL,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,468,0,0,L,No,ABARROTES,,BOTELLA,DON PEDRITO,1000,0,,38
MIEL ABEJA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,CENAP,469,0,0,L,No,ABARROTES,,FRASCO X 550GR,DEL CARMEN,1000,0,,36
MIEL CAÑA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,EL SOMBRERITO,470,0,0,K,No,ABARROTES,,BOT  X 0.500 L,DEL CARMEN,1000,0,,9.6
MIEL CHANCACA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,EL SOMBRERITO,471,0,0,K,No,ABARROTES,,BOT  X 0.500 L,DEL CARMEN,1000,0,,15
MIRIN AJINOMOTO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,KIKKOMAN,472,0,0,L,No,ABARROTES,,BOT  X 0.500 L,DEL CARMEN,1000,0,,52
MISO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,,821,0,0,K,Si,ABARROTES,,GRANEL,,1000,0,,
MENTA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,460,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,5
MIXO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,473,0,0,K,No,ABARROTES,,TAPER X 1 K,DEL CARMEN,1000,0,,15.5
MIXTURA DE MARISCOS,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,474,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,CHELITA,1000,0,,30
MOLLEJA POLLO,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,475,0,0,K,Si,CARNICO,AVES,GRANEL,MARVE,1000,0,,15
MONDADIENTES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,WALLY,476,0,0,PQT,No,ABARROTES,,CAJA CHICA X 200U,DEL CARMEN,1000,0,,0.6
MONDONGO IMPORTADO,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,477,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0,,12
MONDONGO NACIONAL,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,478,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0,,15
MORCILLA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,479,0,0,K,Si,ABARROTES,,BOLSA X 0.500 K,DEL CARMEN,1000,0,,24
MORTADELA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BREAD,480,0,0,K,Si,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,21
MOSTAZA BALDE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,B&D,482,0,0,K,No,ABARROTES,,BALDE X 4 K,DEL CARMEN,1,0,,3.625
MOSTAZA DIJON,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DIJON,481,0,0,K,No,ABARROTES,,FRAS X 0.200 K,DEL CARMEN,1000,0,,56.5
MOSTAZA POLVO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,BADIA,483,0,0,K,No,ABARROTES,,FRAS X 0.454 K,DEL CARMEN,1000,0,,64.39999999999999
MIX DE HIERBAS,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,843,0,0,ATD,Si,VERDURAS,,GRANEL,,1,0,,
MUÑA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,484,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,2.5
MUSLO POLLO,CARNICO / AVES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RICO POLLO,485,0,0,K,Si,CARNICO,AVES,GRANEL,MARVE,1000,0.05,,11.5
MURMUNTA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,823,0,0,K,Si,VERDURAS,,GRANEL,,1000,0,,270
NABO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,486,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0.1,,4
NABO CHINO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,487,0,0,U,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,3.5
NARANJA,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,488,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,3
NESCAFE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,NESCAFE,490,0,0,SACHET,No,ABARROTES,,SACHET X 0.050 K,DEL CARMEN,1,0,,6.5
NESCAFE FINA SELECCION,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,NESCAFE,491,0,0,K,No,ABARROTES,,LATA X 0.200,DEL CARMEN,1,0,,125
NORI,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,RASHIMA,492,0,0,BOLSA,No,ABARROTES,,PAQ X 0.020 K,DEL CARMEN,1,0,,10.5
NUECES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,493,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,45
NUEZ MOSCADA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,494,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,80
NARANJA JUGO,FRUTA,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,489,0,0,K,Si,FRUTA,,GRANEL,DEL CARMEN,1000,0,,3.5
OJO DE UVA ENTERO,CARNICOP / PESCADOS Y MARISCOS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,496,0,0,K,Si,CARNICOP,PESCADOS Y MARISCOS,GRANEL,CHELITA,1000,0.45,,32
OCA,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,495,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,3.5
OPORTO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,DON  BOSCO,498,0,0,U,No,ABARROTES,,BOT X 0.750 L,DEL CARMEN,1000,0,,10.5
OLLUCO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,497,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,4
OREGANO SECO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,500,0,0,K,No,ABARROTES,,GRANEL,LA MEJOR,1000,0,,28
OREJONES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,502,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,48
OSSOBUCO RES,CARNICO / RES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,503,0,0,K,Si,CARNICO,RES,GRANEL,MARVE,1000,0.12,,15
PABILO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,504,0,0,U,No,ABARROTES,,UNIDAD,DEL CARMEN,1,0,,3.5
OREGANO FRESCO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,499,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,2.5
PACCHOY,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,505,0,0,U,Si,VERDURAS,,GRANEL,DEL CARMEN,,,,2.5
PALILLO IMPORTADO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,507,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,12
PALLARES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,GRANEL,508,0,0,K,No,ABARROTES,,GRANEL,DEL CARMEN,1000,0,,9
PAICO,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,506,0,0,ATD,Si,VERDURAS,,GRANEL,DEL CARMEN,1,0,,2
PALMITOS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,FLORIDA,510,0,0,K,No,ABARROTES,,FRAS X 0.300 K,DEL CARMEN,1,0,,37.5
PALOS BROCHETA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,511,0,0,U,No,ABARROTES,,BOLSA X 70 U,DEL CARMEN,70,0,,1.5
PALOS CHUPETIN,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,852,0,0,CIENTO,Si,ABARROTES,,GRANEL,,1,0,,5
PALLARES VERDES,VERDURAS,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,509,0,0,K,Si,VERDURAS,,GRANEL,DEL CARMEN,1000,0,,3
PAN 3 PUNTAS,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,513,0,0,U,No,ABARROTES,,BOLSA X 6 U,SAN CAMILO,1000,0,,1
PAN BAGUETTE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,514,0,0,U,No,ABARROTES,,U,LAS AMERICAS,1,0,,1.5
PAN BAGUETTINO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,515,0,0,U,No,ABARROTES,,U,LAS AMERICAS,1,0,,0.7
PAN CIABATTA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,516,0,0,U,No,ABARROTES,,U,LAS AMERICAS,1,0,,0.3
PAN FRANCES,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,517,0,0,U,No,ABARROTES,,U,LAS AMERICAS,1,0,,0.3
PAN HAMBURGUESA,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,518,0,0,U,No,ABARROTES,,U,LAS AMERICAS,1,0,,0.3
PAN HOT DOG,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,SIN MARCA,519,0,0,U,No,ABARROTES,,U,LAS AMERICAS,1,0,,0.4
PAN MOLDE CHICO,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LA TORRES,520,0,0,U,No,ABARROTES,,BOLSA,LAS AMERICAS,1,0,,2.5
PAN MOLDE GIGANTE,ABARROTES,Gastronomia,54achd64fg,86ao0esop6,Activo,2026-04-27,LA TORRES,521,0,0,U,No,ABARROTES,,BOLSA,LAS AMERICAS,1,0,,8
